# Name: PhysicalDice1
# PositionX.PositionY.PositionZ.RotationX.RotationY.RotationZ.RotationW
42,8.102.-66,9.0,3189003.-0,1892394.0,06514187.0,9264165
41,60941.64,64603.-64,99577.0,2565134.-0,1877869.0,04711003.0,9469517
41,73865.64,59682.-65,34197.0,2511804.-0,1877345.0,0459654.0,9484469
41,87064.64,54254.-65,6917.0,245845.-0,1877098.0,04483275.0,9499028
42,00475.64,48254.-66,0444.0,2405018.-0,1877117.0,04371028.0,9513215
42,14355.64,41582.-66,39882.0,2351509.-0,1877539.0,04265994.0,9526976
42,28328.64,34235.-66,75521.0,2297868.-0,1877945.0,04158884.0,9540449
42,42456.64,26169.-67,11347.0,2244117.-0,1878523.0,0405156.0,9553583
42,5672.64,17355.-67,47308.0,2190214.-0,187933.0,03945166.0,956637
42,71099.64,0785.-67,83379.0,2136084.-0,1880256.0,03839083.0,9578851
42,85576.63,97536.-68,19528.0,2081796.-0,1881187.0,03732608.0,9591034
43,00163.63,86413.-68,55772.0,2027325.-0,1882135.0,03625271.0,9602922
43,14829.63,74433.-68,92073.0,1972643.-0,1883103.0,0351692.0,9614516
43,29556.63,61556.-69,28422.0,1917766.-0,1884117.0,03407988.0,9625806
43,44328.63,47782.-69,64835.0,1862691.-0,1885159.0,03299698.0,9636788
43,59125.63,33038.-70,01281.0,1807466.-0,1886251.0,03192164.0,9647446
43,73952.63,1728.-70,37768.0,1752182.-0,1887358.0,0308556.0,9657771
43,88805.63,00503.-70,74297.0,169686.-0,188846.0,02979933.0,9667761
44,0369.62,82706.-71,10897.0,1641417.-0,1889502.0,02875037.0,9677442
44,18618.62,6381.-71,47444.0,1586127.-0,1890819.0,02771532.0,9686701
44,33649.62,44214.-71,84386.0,1530328.-0,1891906.0,02668192.0,9695752
44,48767.62,23918.-72,21525.0,1474058.-0,1893038.0,02565722.0,9704521
44,64014.62,02852.-72,589.0,1417547.-0,1894126.0,02463166.0,971299
44,79382.61,8099.-72,96465.0,1360818.-0,1895178.0,02360152.0,972115
44,94873.61,58282.-73,34227.0,1303939.-0,1896206.0,02256007.0,9728991
45,10463.61,34623.-73,72161.0,1246973.-0,1897223.0,02150896.0,9736496
45,26178.61,10094.-74,10317.0,1189821.-0,1898208.0,020455.0,9743679
45,42006.60,84676.-74,48695.0,113251.-0,1899177.0,01939554.0,9750535
45,57925.60,58334.-74,87276.0,1075051.-0,1900134.0,01832797.0,9757058
45,73896.60,31009.-75,26019.0,1017465.-0,1901065.0,01724422.0,9763246
45,89928.60,02629.-75,64919.0,09596929.-0,1902068.0,01615839.0,9769084
46,06013.59,73176.-76,0392.0,0901684.-0,190322.0,01507078.0,977456
46,22169.59,42607.-76,43008.0,08435975.-0,190436.0,01398298.0,9779683
46,3838.59,109.-76,82173.0,07854676.-0,1905471.0,01288947.0,9784458
46,54599.58,78029.-77,21397.0,07273186.-0,1906556.0,01178098.0,978888
46,70874.58,4399.-77,60711.0,06691877.-0,1907652.0,01068546.0,9792938
46,87201.58,08778.-78,00101.0,06111052.-0,1908767.0,009594331.0,979663
47,03596.57,72367.-78,39575.0,05531166.-0,1909851.0,008504202.0,9799965
47,20043.57,3472.-78,79108.0,04949531.-0,1911161.0,007401219.0,9802909
47,36543.56,95822.-79,18654.0,0436172.-0,1913106.0,006286221.0,9805399
47,53116.56,55674.-79,58231.0,03766555.-0,1915596.0,005137956.0,9807446
47,69817.56,14297.-79,97836.0,0316582.-0,1917887.0,003973681.0,9809175
47,86652.55,71624.-80,37579.0,02558304.-0,191992.0,002801016.0,981059
48,03606.55,27607.-80,77592.0,01949825.-0,1921797.0,001629287.0,9811648
48,20656.54,82251.-81,17853.0,01340286.-0,1923634.0,0004629933.0,9812321
48,37796.54,35522.-81,5837.0,007304882.-0,1925428.-0,0006968596.0,9812612
48,55043.53,87371.-81,99154.0,001215681.-0,1927128.-0,001847332.0,9812527
48,72394.53,37784.-82,40205.-0,004862697.-0,1928711.-0,002992233.0,9812075
48,8985.52,86734.-82,81526.-0,0109234.-0,193017.-0,004130268.0,981126
48,88909.52,80602.-83,01373.-0,01425567.-0,1954399.-0,003996611.0,9806039
48,86898.52,9538.-83,09525.-0,01553689.-0,196344.-0,003485638.0,9804058
48,82582.53,08849.-83,07687.-0,01478663.-0,1972002.-0,003248832.0,9802464
48,75593.53,24669.-82,99079.-0,01445948.-0,1978729.-0,002860653.0,9801168
48,67744.53,36609.-82,90887.-0,01415622.-0,198446.-0,002425175.0,9800067
48,59881.53,45611.-82,84685.-0,01414095.-0,1986977.-0,002119862.0,9799565
48,52576.53,51738.-82,79941.-0,01413638.-0,1989873.-0,002150032.0,9798977
48,45266.53,56232.-82,75197.-0,01412883.-0,1992688.-0,002180255.0,9798406
48,37954.53,59134.-82,70454.-0,01412533.-0,1995471.-0,002211794.0,979784
48,30639.53,60445.-82,65714.-0,01412611.-0,1998224.-0,002244605.0,9797277
48,23321.53,60167.-82,60974.-0,01413098.-0,2000947.-0,002278695.0,979672
48,16.53,58298.-82,56237.-0,01413998.-0,2003639.-0,002314034.0,9796168
48,08471.53,54816.-82,51186.-0,01402905.-0,2006.-0,002114732.0,9795706
48,00705.53,50021.-82,45435.-0,01375799.-0,2009123.-0,001989265.0,9795107
47,93207.53,47791.-82,38431.-0,01342493.-0,2010853.-0,002015631.0,9794797
47,85495.53,46216.-82,29694.-0,01305966.-0,2011549.-0,002055161.0,9794703
47,77256.53,43204.-82,18576.-0,01252617.-0,2011841.-0,00195994.0,9794714
47,68013.53,3754.-82,06522.-0,01177925.-0,2012368.-0,001765506.0,9794702
47,59289.53,29491.-81,9722.-0,01208334.-0,200856.-0,001777117.0,9795446
47,53507.53,2134.-81,93215.-0,0119398.-0,2007324.-0,001254475.0,9795725
47,48266.53,12305.-81,8885.-0,01139633.-0,2008425.-0,001037591.0,9795567
47,43424.53,0204.-81,83762.-0,01067963.-0,2008314.-0,0009358143.0,9795672
47,38717.52,90253.-81,78519.-0,009923077.-0,2008018.-0,0008260842.0,9795813
47,34459.52,77214.-81,72884.-0,00896185.-0,200928.-0,0007497055.0,9795648
47,30454.52,71387.-81,63521.-0,00547369.-0,2012101.-0,0002528562.0,9795328
47,27782.52,65498.-81,56961.-0,002807514.-0,2012995.0,000167337.0,9795257
47,26366.52,59943.-81,53688.-0,0004061279.-0,2012097.0,0006815302.0,9795479
47,28192.52,58286.-81,508.0,0007718547.-0,2011165.-0,0001366297.0,979567
47,28804.52,59647.-81,51234.0,0007715106.-0,2012769.-0,0002426957.0,9795341
47,28589.52,59698.-81,51658.0,0006258556.-0,2012125.-0,000176846.0,9795474
47,28313.52,58904.-81,52285.0,0003636115.-0,2011379.-6,031902E-05.0,9795629
47,28401.52,57764.-81,5327.-2,074894E-05.-0,2011089.-3,342577E-05.0,979569
47,28679.52,56881.-81,54279.-0,000373238.-0,2011117.-5,818319E-05.0,9795683
47,28531.52,57113.-81,54213.-0,0003554965.-0,2010942.-2,083959E-05.0,9795719
47,28241.52,57919.-81,53482.-6,250988E-05.-0,2011161.3,52202E-05.0,9795674
47,27847.52,59001.-81,52467.0,0003287232.-0,2011372.0,0001074968.0,9795631
47,27414.52,60036.-81,51626.0,0006578251.-0,2011524.0,0002043827.0,9795598
47,27569.52,603.-81,51231.0,0008149829.-0,2012778.0,0002585624.0,9795339
47,27806.52,60011.-81,51499.0,0007004854.-0,2013109.0,0002318404.0,9795271
47,27964.52,59205.-81,52626.0,0003297208.-0,2012916.0,0002385818.0,9795313
47,28349.52,57707.-81,54424.-0,0002916279.-0,2012814.0,0002256244.0,9795334
47,2911.52,56916.-81,55924.-0,0007683302.-0,2013235.0,0001403846.0,9795245
47,28856.52,57733.-81,55939.-0,0004911176.-0,2012345.6,143269E-05.0,979543
47,28425.52,57119.-81,54554.-0,0002231865.-0,2009992.-5,096649E-05.0,9795914
47,28306.52,56756.-81,53564.-6,301388E-05.-0,2010804.-4,521159E-05.0,9795747
47,28403.52,56692.-81,53292.-2,41222E-06.-0,2011239.-4,692693E-05.0,9795658
47,2846.52,56702.-81,5331.-2,871882E-06.-0,2011406.-4,584843E-05.0,9795624
47,28419.52,56696.-81,53343.-1,263337E-05.-0,2011514.-2,316128E-05.0,9795602
47,28373.52,56691.-81,53323.-3,889834E-06.-0,201153.-7,973847E-06.0,9795599
47,28345.52,56691.-81,53319.4,463627E-07.-0,2011511.-6,556816E-07.0,9795603
47,28337.52,56691.-81,53321.5,231862E-07.-0,2011507.1,235287E-06.0,9795603
47,2834.52,56691.-81,53321.-2,520045E-08.-0,2011509.1,111685E-06.0,9795603
47,28342.52,56689.-81,5333.-2,891927E-06.-0,2011514.1,858993E-06.0,9795603
47,28349.52,56689.-81,5338.-1,90448E-05.-0,2011473.-8,079326E-08.0,979561
47,28363.52,56692.-81,5347.-4,802601E-05.-0,2011438.-1,518716E-06.0,9795618
47,28383.52,56693.-81,53571.-8,010094E-05.-0,2011402.-3,584989E-06.0,9795625
47,28397.52,56701.-81,53682.-0,0001120072.-0,2011341.-5,44054E-06.0,9795638
47,28407.52,56704.-81,53779.-0,0001442143.-0,2011315.-3,503196E-06.0,9795643
47,28407.52,56718.-81,53865.-0,0001714255.-0,2011283.7,702056E-08.0,979565
47,28423.52,56723.-81,53868.-0,0001763653.-0,2011292.-3,201456E-06.0,9795648
47,28435.52,56724.-81,53857.-0,0001717563.-0,201127.-7,630328E-06.0,9795652
47,28435.52,56726.-81,53832.-0,0001675254.-0,201131.-8,120607E-06.0,9795644
47,28427.52,56728.-81,53822.-0,0001624671.-0,2011325.-6,396885E-06.0,9795641
47,28431.52,56734.-81,53864.-0,0001680836.-0,2011349.-1,572786E-06.0,9795636
47,28474.52,5674.-81,53899.-0,0001919425.-0,201153.1,302661E-06.0,9795599
47,28484.52,56734.-81,53983.-0,0001919835.-0,2011231.-4,222647E-06.0,9795659
47,28507.52,56733.-81,53977.-0,0002155261.-0,2011568.-1,487127E-06.0,9795591
47,28524.52,56726.-81,53955.-0,0002154544.-0,2011605.-7,028023E-06.0,9795582
47,28517.52,56723.-81,53908.-0,0001979049.-0,2011701.-7,153394E-07.0,9795563
47,28506.52,56734.-81,53938.-0,0002014181.-0,2011687.7,659249E-06.0,9795566
47,28487.52,56738.-81,54021.-0,0002090317.-0,2011405.6,71543E-06.0,9795623
47,28499.52,56741.-81,54026.-0,0002176108.-0,2011451.1,854662E-05.0,9795615
47,285.52,56731.-81,53966.-0,0002197608.-0,2011689.8,339562E-06.0,9795566
47,2853.52,56732.-81,53859.-0,0001893465.-0,2011742.-4,431365E-06.0,9795554
47,28543.52,56729.-81,53808.-0,0001733539.-0,2011751.-1,123659E-05.0,9795552
47,28549.52,56728.-81,53798.-0,0001669518.-0,2011739.-1,267407E-05.0,9795556
47,28545.52,56728.-81,53819.-0,0001681241.-0,2011684.-1,134382E-05.0,9795567
47,28527.52,56728.-81,5385.-0,0001682386.-0,2011522.-1,110156E-05.0,9795601
47,28499.52,56733.-81,53857.-0,0001710696.-0,2011435.-9,967007E-06.0,9795619
47,28489.52,56735.-81,53873.-0,0001692661.-0,2011409.-6,242271E-06.0,9795623
47,28496.52,56735.-81,53875.-0,000170983.-0,2011465.-4,074398E-06.0,9795612
47,28519.52,56734.-81,53857.-0,0001789572.-0,2011673.-2,737743E-06.0,9795569
47,28531.52,5673.-81,53826.-0,000179995.-0,2011724.-9,294812E-06.0,9795558
47,28546.52,56729.-81,53809.-0,0001713283.-0,2011744.-1,124366E-05.0,9795554
47,28555.52,56728.-81,53801.-0,0001682023.-0,2011751.-1,322182E-05.0,9795553
47,28551.52,56728.-81,53817.-0,000170146.-0,2011717.-1,18403E-05.0,979556
47,28532.52,56729.-81,53848.-0,000168745.-0,2011536.-1,151728E-05.0,9795598
47,285.52,56733.-81,53855.-0,0001713183.-0,2011441.-1,028801E-05.0,9795617
47,28487.52,56735.-81,53873.-0,0001692823.-0,2011401.-6,306549E-06.0,9795625
47,2849.52,56735.-81,53878.-0,0001704956.-0,2011433.-4,217171E-06.0,9795619
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
47,28513.52,56734.-81,53864.-0,0001777818.-0,2011631.-2,048801E-06.0,9795578
